
Eliminate 0 isolated buses
Eliminate 0 branches
Eliminate 0 generators
Preprocessing complete
Convert input data model
Creating Y matrix of input full model
Do first round reduction eliminating all external buses
10195 external generators are to be placed
Do second round reduction eliminating all external non-generator buses
External generator on bus 65826 is moved to 54000
External generator on bus 65830 is moved to 54000
External generator on bus 65831 is moved to 54000
External generator on bus 65832 is moved to 54000
External generator on bus 65833 is moved to 54000
External generator on bus 65837 is moved to 58209
External generator on bus 65838 is moved to 58209
External generator on bus 65841 is moved to 58209
External generator on bus 65849 is moved to 65848
External generator on bus 65853 is moved to 63522
External generator on bus 65854 is moved to 63522
External generator on bus 65856 is moved to 63522
External generator on bus 65857 is moved to 63522
External generator on bus 65861 is moved to 63522
External generator on bus 65866 is moved to 58209
External generator on bus 65874 is moved to 67702
External generator on bus 65875 is moved to 67702
External generator on bus 65876 is moved to 67702
External generator on bus 65880 is moved to 57902
External generator on bus 65883 is moved to 67702
External generator on bus 65884 is moved to 67702
External generator on bus 65887 is moved to 63522
External generator on bus 65889 is moved to 62202
External generator on bus 65890 is moved to 62202
External generator on bus 65898 is moved to 67702
External generator on bus 65901 is moved to 63522
External generator on bus 65906 is moved to 58209
External generator on bus 65907 is moved to 58209
External generator on bus 65909 is moved to 58209
External generator on bus 65916 is moved to 54000
External generator on bus 65920 is moved to 67702
External generator on bus 65930 is moved to 54000
External generator on bus 65936 is moved to 57902
External generator on bus 65941 is moved to 67702
External generator on bus 65944 is moved to 63522
External generator on bus 65947 is moved to 58209
External generator on bus 65948 is moved to 58209
External generator on bus 65955 is moved to 63522
External generator on bus 65956 is moved to 63522
External generator on bus 65958 is moved to 63522
External generator on bus 65962 is moved to 58209
External generator on bus 65963 is moved to 58209
External generator on bus 65964 is moved to 58209
External generator on bus 65965 is moved to 58209
External generator on bus 65969 is moved to 58209
External generator on bus 65972 is moved to 54000
External generator on bus 65979 is moved to 67702
External generator on bus 65984 is moved to 65466
External generator on bus 65985 is moved to 65466
External generator on bus 65986 is moved to 65466
External generator on bus 65990 is moved to 58209
External generator on bus 65993 is moved to 67747
External generator on bus 65997 is moved to 63522
External generator on bus 66002 is moved to 54000
External generator on bus 66003 is moved to 54000
External generator on bus 67402 is moved to 67702
External generator on bus 67403 is moved to 54000
External generator on bus 67404 is moved to 67702
External generator on bus 67408 is moved to 54000
External generator on bus 67413 is moved to 67702
External generator on bus 67414 is moved to 67702
External generator on bus 67416 is moved to 67702
External generator on bus 67422 is moved to 54000
External generator on bus 67423 is moved to 54000
External generator on bus 67431 is moved to 67702
External generator on bus 67435 is moved to 54000
External generator on bus 67436 is moved to 54000
External generator on bus 67437 is moved to 54000
External generator on bus 67443 is moved to 67702
External generator on bus 67444 is moved to 67702
External generator on bus 67448 is moved to 67702
External generator on bus 67449 is moved to 67702
External generator on bus 67452 is moved to 54000
External generator on bus 67459 is moved to 67702
External generator on bus 67464 is moved to 67702
External generator on bus 67468 is moved to 67702
External generator on bus 67469 is moved to 67702
External generator on bus 67470 is moved to 67702
External generator on bus 67478 is moved to 55323
External generator on bus 67479 is moved to 55323
External generator on bus 67482 is moved to 55027
External generator on bus 67484 is moved to 55027
External generator on bus 67487 is moved to 54000
External generator on bus 67497 is moved to 67702
External generator on bus 67498 is moved to 67702
External generator on bus 67500 is moved to 67702
External generator on bus 67504 is moved to 54000
External generator on bus 67507 is moved to 67702
External generator on bus 67514 is moved to 54000
External generator on bus 67518 is moved to 54000
External generator on bus 67523 is moved to 54000
External generator on bus 67524 is moved to 54000
External generator on bus 67528 is moved to 54000
External generator on bus 67529 is moved to 54000
External generator on bus 67531 is moved to 54000
External generator on bus 67534 is moved to 67747
External generator on bus 67536 is moved to 67747
External generator on bus 67541 is moved to 54000
External generator on bus 67544 is moved to 54000
External generator on bus 67548 is moved to 54000
External generator on bus 67549 is moved to 54000
External generator on bus 67553 is moved to 67702
External generator on bus 67556 is moved to 67702
External generator on bus 67558 is moved to 54000
External generator on bus 67565 is moved to 67141
External generator on bus 67566 is moved to 67141
External generator on bus 67567 is moved to 67141
External generator on bus 67568 is moved to 67141
External generator on bus 67574 is moved to 54000
External generator on bus 67577 is moved to 67702
External generator on bus 67580 is moved to 67702
External generator on bus 67584 is moved to 67702
External generator on bus 67585 is moved to 67702
External generator on bus 67586 is moved to 67702
External generator on bus 67589 is moved to 54000
External generator on bus 67596 is moved to 67702
External generator on bus 67597 is moved to 67702
External generator on bus 67600 is moved to 54000
External generator on bus 67607 is moved to 67702
External generator on bus 67610 is moved to 54000
External generator on bus 67612 is moved to 55027
External generator on bus 67615 is moved to 55027
External generator on bus 67616 is moved to 55027
External generator on bus 67617 is moved to 55027
External generator on bus 67621 is moved to 55027
External generator on bus 67622 is moved to 55027
External generator on bus 67623 is moved to 55027
External generator on bus 67634 is moved to 67747
External generator on bus 67639 is moved to 67141
